Unnamed: 0,image_url,caption_A,caption_B,human_output,llm_output,clip_small_output,clip_large_output,human_evaluator,evaluator
10,https://cs.stanford.edu/people/rak248/VG_100K_2/726.jpg,"The image captures a quiet, urban street at night, bathed in the soft glow of streetlights. The scene is framed by the silhouette of a building on the left, its details obscured by the darkness. The street itself.","The image captures a quiet night scene on a city street. The street is illuminated by the glow of streetlights, casting a warm light on the cobblestone sidewalk and the parked cars. A few people can be seen in the distance.",,0.0,0.0,1.0,,
11,https://cs.stanford.edu/people/rak248/VG_100K_2/828.jpg,"The image captures a scene on a city street where a silver hatchback car is parked next to a white wall. The car is positioned at an angle, with its front facing the camera and its rear facing the wall. The license plate of.",The image captures a quiet street scene. There are two cars parked on the side of the road. The car in the foreground is a silver hatchback with a distinctive red taillight. It's parked parallel to the curb.,,0.0,0.0,0.0,,
12,https://cs.stanford.edu/people/rak248/VG_100K_2/337.jpg,"The image captures a vibrant city street, bathed in the soft glow of daylight. The street is lined with tall buildings, their facades adorned with balconies and awnings, adding a touch of architectural charm to.","The image captures a vibrant city street, bathed in the soft glow of daylight. The street is lined with tall buildings, their facades adorned with balconies and awnings, adding a touch of architectural charm to.",A,0.0,1.0,0.0,nuno,
13,https://cs.stanford.edu/people/rak248/VG_100K_2/569.jpg,"In the image, a man is seated comfortably in a pink armchair, engrossed in a book. He is dressed casually in a white sweater and black pants, with white sneakers on his feet. The room exudes a.","In the image, a man is comfortably seated in a pink armchair, engrossed in a book. He is dressed in a white sweater and black pants, with white sneakers on his feet. The room exudes a warm and.",,1.0,0.0,0.0,,
14,https://cs.stanford.edu/people/rak248/VG_100K_2/761.jpg,"The image captures a serene residential scene. A silver hatchback car is parked in front of a charming stone house with a wooden door. The house features a white facade and a green shutter, adding a touch of color to the.","The image captures a serene residential scene. A silver hatchback car is parked in front of a charming stone house with a wooden door. The house features a white facade and a green shutter, adding a touch of color to the.",,0.0,0.0,0.0,,
15,https://cs.stanford.edu/people/rak248/VG_100K_2/288.jpg,"The image captures a serene urban scene. A white car is parked on the side of a street, adjacent to a blue mailbox. The car is positioned in front of a building with a green door, suggesting a residential or commercial area.","The image captures a serene urban scene. Dominating the foreground is a white car, parked neatly by the side of the street. Its sleek design contrasts with the more rugged appearance of the black SUV parked directly behind.",,0.0,0.0,0.0,,
16,https://cs.stanford.edu/people/rak248/VG_100K_2/662.jpg,"In the heart of a bustling market, a butcher's shop stands as a testament to the art of meat preparation. The shop is a vibrant display of freshly cut meats, hanging from hooks and neatly arranged on shelves.","In the heart of a bustling market, a butcher's shop stands out with its vibrant display of fresh meats. The shop is a feast for the eyes, with an array of sausages and meats hanging from hooks.",,0.0,1.0,1.0,,
17,https://cs.stanford.edu/people/rak248/VG_100K_2/802.jpg,"The image captures a serene street scene in a European city. The cobblestone street, lined with parked cars, leads the eye towards the buildings that rise on either side. The architecture is a mix of styles, with some buildings featuring balcon.","The image captures a quaint, narrow street in what appears to be a European city. The street is flanked by tall, white buildings with balconies, suggesting a residential area. The architecture is characterized by ornate details and a classic European.",,0.0,0.0,0.0,,
18,https://cs.stanford.edu/people/rak248/VG_100K_2/184.jpg,"A cozy living room with a warm and inviting atmosphere, featuring a vintage-style sofa, a comfortable armchair, a wooden coffee table, and a charming floral arrangement on a side table. The room is adorned with fr.","The image captures a cozy living room bathed in soft light. Dominating the scene is a plush beige sofa, inviting and comfortable. It's adorned with a variety of pillows, each adding a touch of.",,0.0,0.0,0.0,,
19,https://cs.stanford.edu/people/rak248/VG_100K_2/793.jpg,"The image captures a vibrant city street, bustling with life and activity. The street is lined with buildings, their facades adorned with various signs and advertisements, reflecting the commercial nature of the area. The architecture is a.","The image captures a bustling city street, teeming with life and activity. Dominating the scene is a large building, its facade adorned with a sign that reads ""Forné Associados / Marketing Imaxe"".",,0.0,1.0,1.0,,
20,https://cs.stanford.edu/people/rak248/VG_100K_2/887.jpg,"In the heart of a bustling city, two women are captured in a moment of camaraderie on a vibrant street corner. The woman on the left, clad in a black top and blue jeans, strides confidently with a.","In the heart of a bustling city, two women are captured in mid-stride, crossing a street at a crosswalk. The woman on the left, clad in a black top and blue jeans, carries a black bag, perhaps filled with.",,0.0,0.0,0.0,,
21,https://cs.stanford.edu/people/rak248/VG_100K_2/221.jpg,"A serene suburban home nestled amidst lush greenery, under a clear sky, with a welcoming front porch and a tranquil backyard.","The image depicts a serene suburban scene. There is a single-story house with a brick facade and a gray shingle roof. The house features a prominent front door flanked by two windows, and a small porch area is visible.",B,0.0,1.0,1.0,nuno,
22,https://cs.stanford.edu/people/rak248/VG_100K_2/262.jpg,"The image captures a quiet street corner, where the main focus is a black and white ""One Way"" sign pointing to the left. The sign is mounted on a sturdy metal pole, standing out against the backdrop of a clear sky.","The image captures a quiet street corner, where the main focus is a black and white ""One Way"" sign pointing to the left. The sign is mounted on a sturdy metal pole, standing tall against the backdrop of a clear sky.",,0.0,1.0,0.0,,
23,https://cs.stanford.edu/people/rak248/VG_100K_2/255.jpg,"A bustling cityscape under a clear blue sky, with a modern skyscraper named 'Entel' towering over the urban landscape, and a historic statue standing guard in a vibrant park.","The image captures a vibrant city scene under a clear blue sky. Dominating the background is a tall, modern building with a distinctive yellow and white facade, proudly displaying the word ""Entel"" at its peak. The building.",,0.0,0.0,1.0,,
24,https://cs.stanford.edu/people/rak248/VG_100K_2/493.jpg,"The image presents a serene and inviting sitting area. Dominating the scene is a vintage-style armchair, upholstered in a soft, light fabric, positioned on a plush red carpet. Adjacent to the armchair.","The image presents a serene and inviting bedroom setting. Dominating the scene is a large, comfortable armchair, adorned with a plush blue cushion, offering a cozy spot for relaxation. Adjacent to the armchair.",,0.0,0.0,0.0,,
25,https://cs.stanford.edu/people/rak248/VG_100K_2/57.jpg,"In the heart of a bustling city, a man in a suit confidently strides across the street, his path illuminated by the glow of the setting sun. The cityscape around him is a symphony of architectural styles, each.","In the heart of a bustling city, a man in a suit confidently strides across the street, his path illuminated by the glow of the setting sun. The cityscape is a symphony of architectural styles, with buildings reaching.",A,1.0,0.0,0.0,nuno,
26,https://cs.stanford.edu/people/rak248/VG_100K_2/346.jpg,"The image captures a bustling city scene at a crosswalk. A group of people, dressed in casual attire, are crossing the street, adhering to the traffic light that is currently displaying a yellow signal. The crosswalk is.","The image captures a bustling city scene at an intersection. There are several people crossing the street, each engrossed in their own world. The traffic lights, one on each side of the street, are glowing red, indicating a stop.",,0.0,0.0,0.0,,
27,https://cs.stanford.edu/people/rak248/VG_100K_2/302.jpg,"The image captures a serene urban scene. Dominating the left side of the frame is a tall, red brick building, its facade punctuated by numerous windows. The building's architectural details suggest it might be a residential or commercial.","The image captures a serene urban scene. Dominating the left side of the frame is a tall, red brick building, its facade punctuated by numerous windows. The building's architectural details, including a fire escape, add a.",,0.0,1.0,1.0,,
28,https://cs.stanford.edu/people/rak248/VG_100K_2/558.jpg,"A serene outdoor dining area, bathed in natural light, invites relaxation and conversation. The black and white striped awning adds a touch of classic elegance, while the vibrant green hedge and lush garden beyond provide.","The image captures a serene and inviting outdoor dining area. The space is dominated by a large dining table, surrounded by six chairs, each with a unique pattern that adds a touch of whimsy to the setting. The table is ad.",B,0.0,0.0,0.0,nuno,
29,https://cs.stanford.edu/people/rak248/VG_100K_2/803.jpg,"In the heart of a bustling city, a man finds solace on his moped, parked on the sidewalk of a quaint street. The street, lined with buildings of varying heights, is a charming blend of architectural styles, each.","In the heart of a bustling city, a man in a vibrant blue jacket is seen riding a motor scooter, navigating the cobblestone streets that are lined with historic buildings. The buildings, painted in a variety of colors,.",,1.0,1.0,1.0,,
30,https://cs.stanford.edu/people/rak248/VG_100K_2/944.jpg,"The image captures a serene street scene in a city. Dominating the view is a row of townhouses, their white facades contrasting with the black roofs. The townhouses are adorned with balconies and ar.","The image captures a serene street scene in a city. Dominating the view are two-story buildings, their white facades contrasting with the black roofs. The buildings are adorned with arched windows and balconies, adding.",,0.0,1.0,0.0,,
31,https://cs.stanford.edu/people/rak248/VG_100K_2/289.jpg,"A cozy corner of a small apartment, where technology and nature coexist. A desk with a computer and a potted plant, offering a touch of greenery amidst the urban setting. A window with a view of the city,.","The image captures a cozy and well-organized living room. Dominating the scene is a large window that offers a view of a cityscape, allowing natural light to fill the room. The room is furnished with a comfortable chair and.",,0.0,0.0,0.0,,
32,https://cs.stanford.edu/people/rak248/VG_100K_2/359.jpg,"The image captures a well-used workspace, brimming with the tools of productivity and the signs of a busy mind. Dominating the scene is a desk, its surface a testament to the work that takes place here. A computer monitor.","The image captures a well-used workspace, brimming with the tools of productivity. Dominating the scene is a desk, its surface a testament to the work that takes place here. A computer monitor stands as the centerpiece, its.",,0.0,0.0,0.0,,
33,https://cs.stanford.edu/people/rak248/VG_100K_2/885.jpg,"The image captures a simple yet functional workspace. Dominating the scene is a sleek black computer monitor, its screen dark and reflective. It's perched on a matching black stand, which contrasts with the light gray desk it rest.","The image captures a neatly arranged workspace. Dominating the scene is a sleek black computer monitor, its screen dark and reflecting the ambient light. To the right of the monitor, a black stapler rests on the desk.",,0.0,1.0,1.0,,
34,https://cs.stanford.edu/people/rak248/VG_100K_2/93.jpg,"A festive table setting awaits a grand feast, with a centerpiece of a silver candelabra casting a warm glow on the elegant red tablecloth. The table is meticulously arranged with crystal glasses, gleaming silver.","The image captures a formal dining setting, exuding an air of elegance and sophistication. At the center of the scene is a round table, draped in a vibrant red tablecloth that contrasts beautifully with the silverware and.",,0.0,0.0,0.0,,
35,https://cs.stanford.edu/people/rak248/VG_100K_2/750.jpg,"In the tranquil setting of a park, a group of six ducklings are seen leisurely strolling across a vibrant green pond. The pond, nestled amidst the lush greenery, is a serene.","In the tranquil setting of a park, a group of small, brown ducks are seen leisurely strolling across a vibrant green pond. The pond, nestled amidst the lush greenery, is a.",,0.0,0.0,0.0,,
36,https://cs.stanford.edu/people/rak248/VG_100K_2/992.jpg,"A bustling airport tarmac under a clear blue sky, with a large commercial airplane parked and ready for boarding, surrounded by various ground support vehicles and equipment, preparing for its next journey.","The image captures a bustling airport tarmac under a clear blue sky. Dominating the scene is a large white airplane, its blue tail adorned with a red stripe, parked at a gate. The airplane is connected.",,0.0,1.0,1.0,,
37,https://cs.stanford.edu/people/rak248/VG_100K_2/924.jpg,"The image captures a charming European town, where the architecture is a blend of traditional and modern elements. The buildings, painted in a variety of colors, stand tall with their steep roofs, a common feature in many European cities. The cobbl.","The image captures a charming European town, where the architecture is a blend of traditional and modern elements. The buildings, painted in a variety of colors, stand tall with their steep roofs, a common feature in many European cities. The cobbl.",1.0,0.0,0.0,0.0,alolika,
38,https://cs.stanford.edu/people/rak248/VG_100K_2/243.jpg,"In the heart of a bustling city, a group of people are gathered around a line of parked taxis, their attention focused on the task at hand. The taxis, adorned with vibrant yellow and black signs, are neatly.","In the image, a bustling scene unfolds at a taxi stand. There are numerous taxis, all of the same beige color, neatly lined up in a row. The taxis are adorned with yellow and black signs,.",,0.0,1.0,1.0,,
39,https://cs.stanford.edu/people/rak248/VG_100K_2/234.jpg,"The image captures a serene day in a park-like setting. The sky is a clear blue, suggesting a calm and sunny day. The park is lush with green trees, providing a natural canopy over the area. A white.","The image captures a serene campus scene under a clear blue sky. Dominating the foreground is a large, lush green tree, its leaves reaching out as if to touch the sky. A few steps away, a smaller tree stands,.",,0.0,0.0,1.0,,
40,https://cs.stanford.edu/people/rak248/VG_100K_2/244.jpg,"A serene bedroom sanctuary, where tranquility meets comfort. The room is bathed in soft light, creating an inviting atmosphere. A large bed with crisp white linens and a cozy red throw pillow invites relaxation.","The image presents a serene and inviting bedroom setting. Dominating the scene is a large bed, dressed in crisp white linens and a single red pillow, offering a pop of color against the neutral backdrop. The bed is flanked.",,0.0,0.0,1.0,,
41,https://cs.stanford.edu/people/rak248/VG_100K_2/242.jpg,"A serene rural scene featuring a vibrant red barn with a white roof, nestled amidst lush green fields and towering trees under a clear blue sky.","The image captures a serene rural scene. Dominating the landscape is a large, red barn with a white roof, standing as a testament to the area's agricultural heritage. The barn's vibrant color contrasts beautifully with the.",,0.0,0.0,1.0,,
42,https://cs.stanford.edu/people/rak248/VG_100K_2/495.jpg,"A cozy corner in a hotel room, featuring a vibrant red armchair with a polka dot pattern, a sleek silver floor lamp, and a soft beige curtain. The room exudes a warm and inviting atmosphere,.","The image presents a cozy corner of a room, featuring a single, vibrant red armchair with a patterned design. The chair is positioned against a backdrop of a beige wall, which is partially covered by a white curtain.",,0.0,0.0,0.0,,
43,https://cs.stanford.edu/people/rak248/VG_100K_2/414.jpg,"A tender moment shared between a mother and daughter, as they sit together on a cozy couch, engrossed in the pages of a book. The warmth of their connection is palpable, as they enjoy a quiet afternoon at home.","In the image, a woman and a young girl are comfortably seated on a white couch, which is adorned with a blue and green plaid blanket. The woman, dressed in a white shirt and a red scarf, is holding a.",,0.0,0.0,0.0,,
44,https://cs.stanford.edu/people/rak248/VG_100K_2/372.jpg,"The image captures a well-organized workspace, likely in an office setting. Dominating the scene is a large, white computer monitor, which is turned off, reflecting the calm before the digital storm. Just below it, a black keyboard.","The image captures a well-organized workspace, featuring a variety of computer equipment. Dominating the scene is a large, white desktop monitor, its screen blank, suggesting it's currently not in use. To its right, a black keyboard.",,0.0,1.0,0.0,,
45,https://cs.stanford.edu/people/rak248/VG_100K_2/937.jpg,"In the quiet solitude of a room bathed in soft light, a young man stands poised, his body language suggesting a moment of pause or contemplation. His attire, a simple beige sweater, adds to the serene amb.","In the image, a person is standing in a room with a window that offers a view of a building outside. The room is furnished with a desk and a chair, and there are two cups on the desk. The person is wearing glasses and.",,0.0,0.0,1.0,,
46,https://cs.stanford.edu/people/rak248/VG_100K_2/359.jpg,"The image captures a well-used workspace, brimming with the tools of productivity and the signs of a busy mind. Dominating the scene is a desk, its surface a testament to the work that takes place here. A computer monitor.","The image captures a well-used workspace, brimming with the tools of productivity. Dominating the scene is a desk, its surface a testament to the work that takes place here. A computer monitor stands as the centerpiece, its.",B,0.0,0.0,0.0,nuno,
47,https://cs.stanford.edu/people/rak248/VG_100K_2/190.jpg,"A serene backyard oasis with a modern pool and patio, set against a backdrop of a brick house with a sloped roof, offering a tranquil retreat from the hustle and bustle.","The image captures a serene and inviting outdoor living space. Dominating the scene is a large, rectangular swimming pool, its surface a clear blue, reflecting the bright sunlight. The pool is surrounded by a patio made of light.",,0.0,1.0,1.0,,
48,https://cs.stanford.edu/people/rak248/VG_100K_2/498.jpg,"A cozy corner with a small entertainment center, featuring a television and a DVD player, set against a backdrop of a potted plant and a carpeted floor.","The image showcases a cozy corner of a room, featuring a wooden entertainment center. The centerpiece is a television, which is currently displaying a vibrant scene of a sunset over a body of water. The TV is perched on.",A,0.0,1.0,1.0,nuno,
49,https://cs.stanford.edu/people/rak248/VG_100K_2/408.jpg,"In the heart of a cozy home office, a young man is engrossed in his work on a computer. The room is a symphony of organized chaos, with books and papers scattered across the desk, each telling a story of its own.","In the heart of a cozy home office, a man is engrossed in his work on a computer. The room is a symphony of organized chaos, with a desk serving as the centerpiece. The desk, a testament to productivity.",,0.0,0.0,1.0,,
50,https://cs.stanford.edu/people/rak248/VG_100K_2/652.jpg,"Exploring the rugged beauty of the mountainous landscape, two adventurers pause to take in the breathtaking view. The rocky terrain beneath their feet contrasts with the vast expanse of the valley and the majestic peaks in.","In the vast expanse of the mountainous landscape, two adventurers pause to take in the breathtaking view. The rugged terrain beneath their feet is a testament to the wilderness they traverse. The man on the left, don.",,0.0,1.0,1.0,,
51,https://cs.stanford.edu/people/rak248/VG_100K_2/377.jpg,"The image captures a scene of a cluttered office space, where the desk is a testament to a busy work life. The desk, which is the central focus of the image, is covered with various items, including a computer monitor,.","The image captures a cluttered office space, brimming with the hustle and bustle of work. Dominating the scene is a desk, its surface a tableau of productivity. A computer monitor stands as the centerpiece,.",,0.0,0.0,0.0,,
52,https://cs.stanford.edu/people/rak248/VG_100K_2/660.jpg,"In the serene expanse of a grassy field, a herd of bison, their coats a mix of earthy browns and lighter hues, are scattered across the landscape. Some are standing, their bodies angled towards the.","In the tranquil expanse of a grassy field, a herd of bison, their coats a mix of earthy browns and lighter hues, are scattered across the landscape. Some are standing, their bodies angled towards.",,0.0,0.0,1.0,,
53,https://cs.stanford.edu/people/rak248/VG_100K_2/625.jpg,"In the heart of a bustling city, a solitary bicycle stands as a symbol of urban life's contrasting elements. The bicycle, leaning casually against a sturdy metal pole, is parked on a sidewalk that's.","In the heart of a bustling city, a black bicycle stands as a silent observer of the urban life. It's parked on a sidewalk, its black seat and handlebars gleaming under the city lights. The bicycle, with its.",,0.0,0.0,0.0,,
54,https://cs.stanford.edu/people/rak248/VG_100K_2/586.jpg,"In the heart of New York City, a bustling intersection comes alive with the rhythm of urban life. The street, a vibrant tableau of cityscape, is teeming with life. A white van, a symbol of the city'.","In the heart of a bustling city, a vibrant scene unfolds. A white van, adorned with a red cross, is making its way through the intersection, navigating the urban landscape with ease. The van is not alone;.",,0.0,0.0,0.0,,
55,https://cs.stanford.edu/people/rak248/VG_100K_2/170.jpg,"In the heart of a cozy pub, a man finds solace at the bar. The warm glow of the hanging light casts a soft shadow on the wooden bar, illuminating the array of bottles and glasses that line the shelves behind him.","In the heart of a cozy pub, a man finds solace at the bar. The bar, a rich mahogany, is adorned with an array of bottles, their labels a mix of colors and shapes, hinting at.",,0.0,1.0,0.0,,
56,https://cs.stanford.edu/people/rak248/VG_100K_2/973.jpg,"The image captures a serene scene in a park, where the tranquility of nature is juxtaposed with the architectural grandeur of a building. The park is lush with verdant trees and bushes, their leaves a.","The image captures a serene scene in a park. Dominating the foreground is a large, ancient tree with a thick trunk and sprawling branches that reach out towards the sky. The tree's bark is rough and weathered, hint.",,1.0,0.0,0.0,,
57,https://cs.stanford.edu/people/rak248/VG_100K_2/576.jpg,"The image captures a serene moment on a Venetian canal, where a traditional gondola is being rowed by a gondolier. The gondola, with its distinctive black color and red cushion, is the f.","The image captures a serene scene of a gondola ride in Venice, Italy. The gondola, a traditional Venetian boat, is being rowed by a gondolier, who is standing in the back,.",,0.0,0.0,0.0,,
58,https://cs.stanford.edu/people/rak248/VG_100K_2/400.jpg,"In the heart of a bustling European city, a black car is making a right turn at a busy intersection. The car is being driven by a person wearing a helmet, adding a touch of safety to the urban scene. The street is lined with.","In the heart of a bustling city, a man on a motorcycle is navigating his way through a narrow street, surrounded by the hustle and bustle of urban life. The street is lined with buildings, each adorned with.",,1.0,0.0,0.0,,
59,https://cs.stanford.edu/people/rak248/VG_100K_2/593.jpg,"In the heart of a bustling city, life unfolds on a busy sidewalk. A woman, clad in a white coat, strides confidently towards the camera, her pink bag adding a pop of color to the urban landscape. She is.","In the heart of a bustling city, a woman in a white coat strides confidently down the sidewalk, her pink bag swinging gently with each step. She's passing by a tree, its leaves rustling softly in the breeze.",1.0,0.0,0.0,1.0,alolika,
60,https://cs.stanford.edu/people/rak248/VG_100K_2/317.jpg,"In the heart of a bustling city, a white church stands tall, its architectural details a testament to its historical significance. The church, with its arched windows and pointed roof, is a beacon of faith amidst the urban landscape.","In the heart of a bustling city, a white church stands tall, its architectural details a testament to its historical significance. The church, with its arched windows and pointed roof, is a beacon of faith amidst the urban landscape.",,0.0,1.0,0.0,,
61,https://cs.stanford.edu/people/rak248/VG_100K_2/260.jpg,"A young man with a friendly smile, set against a vibrant green background.","The image features a person with short, styled hair against a solid green background. The individual is smiling slightly, and their expression is relaxed. The person is wearing a dark-colored top, and the lighting in the photo is even, with no harsh.",,0.0,0.0,0.0,,
62,https://cs.stanford.edu/people/rak248/VG_100K_2/682.jpg,"A serene beach scene featuring four sea lions, their coats a mix of light and dark brown, resting on the sandy shore. The sea lions are arranged in a line, with two on the left and two on the right.","The image captures a serene beach scene featuring four sea lions. These marine mammals, known for their distinctive appearance and social behavior, are resting on the sandy shore. Their bodies, covered in a layer of wet fur, are a.",A,0.0,1.0,0.0,nuno,
63,https://cs.stanford.edu/people/rak248/VG_100K_2/521.jpg,"The image captures a serene scene of a two-story house nestled amidst nature. The house, constructed from dark wood shingles, exudes a rustic charm with its green trim around the windows and doors. The roof,.","The image captures a serene scene of a two-story house nestled amidst nature. The house, constructed from dark wood shingles, exudes a rustic charm. Its green trim adds a touch of color to the otherwise mon.",,0.0,0.0,0.0,,
64,https://cs.stanford.edu/people/rak248/VG_100K_2/816.jpg,"The image captures a vibrant street scene in a European city. The architecture is a mix of old and new, with traditional stone buildings standing tall alongside modern structures. The street is lined with parked cars, including a blue van and a silver h.","The image captures a bustling city street, where the urban landscape is alive with activity. Dominating the scene are two large buildings, their facades adorned with numerous windows and balconies, reflecting the city's architectural heritage.",,0.0,0.0,0.0,,
65,https://cs.stanford.edu/people/rak248/VG_100K_2/130.jpg,"The image captures a charming scene of a two-story building with a pink facade, situated on a street corner. The building is adorned with green shutters and a white awning, adding to its quaint appeal. A.","The image captures a charming scene of a two-story building painted in a soft pink hue. The building is adorned with green shutters and a white awning, adding a touch of elegance to its facade. A.",,0.0,0.0,0.0,,
66,https://cs.stanford.edu/people/rak248/VG_100K_2/402.jpg,"A lively street scene with outdoor dining, where people are enjoying their meals under the shade of trees, with the backdrop of historic buildings and a bustling city life.","The image captures a lively street scene in a European city. The street is bustling with people, some walking, others sitting at outdoor tables of cafes and restaurants. The cafes are adorned with umbrellas, providing.",,0.0,1.0,1.0,,
67,https://cs.stanford.edu/people/rak248/VG_100K_2/693.jpg,"In the vast expanse of the savanna, a majestic wildebeest stands as a testament to the resilience of life in the wild. Its coat, a beautiful blend of brown and white, contrasts with the golden h.","In the vast expanse of the grassy savanna, a majestic wildebeest stands as the sole focus of this image. Its large, curved horns, a distinctive feature of this species, rise prominently above its head.",,0.0,0.0,0.0,,
68,https://cs.stanford.edu/people/rak248/VG_100K_2/74.jpg,"The image captures a lively bar scene, bathed in the warm glow of ambient lighting. The bar is adorned with a variety of bottles, their labels facing outwards, ready to serve patrons. A large screen TV is.","The image captures a lively bar scene. A large screen TV is mounted on the wall, broadcasting a news program. The TV is the focal point of the room, drawing attention with its bright screen. Below the TV, a wooden.",,1.0,1.0,1.0,,
69,https://cs.stanford.edu/people/rak248/VG_100K_2/448.jpg,"In the heart of a bustling city, a vibrant red, white, and blue bus stands out against the backdrop of a sunny day. The bus, adorned with a sign that reads ""San Cristobal"", is parked on.","In the heart of a bustling city, a vibrant red, white, and blue bus stands out against the backdrop of a sunny day. The bus, adorned with a sign that reads ""San Cristobal"", is parked on.",,0.0,1.0,1.0,,
70,https://cs.stanford.edu/people/rak248/VG_100K_2/997.jpg,"In the image, a woman is seated on a vibrant red bench in an airport terminal. She is dressed in a pink dress and has a black purse resting on her lap. Her feet are comfortably crossed, and she is holding a blue.","In the image, a woman is seated on a vibrant red bench, her feet casually resting on a black footrest. She's dressed in a pink dress, and her smile is warm and inviting. Her luggage, including a.",0.0,0.0,0.0,0.0,alolika,
71,https://cs.stanford.edu/people/rak248/VG_100K_2/720.jpg,"The image captures a lively scene on a bustling city street. The street is lined with tall buildings, their facades adorned with balconies and awnings, creating a canopy of architectural charm. The buildings, painted.","The image captures a lively street scene in a European city. The street is bustling with people, some walking alone, others in groups, all seemingly engaged in their day. The architecture of the buildings lining the street is a mix of.",,0.0,1.0,1.0,,
72,https://cs.stanford.edu/people/rak248/VG_100K_2/805.jpg,"The image captures a serene harbor scene, where the tranquil water is dotted with several small boats. The boats, varying in size and color, are scattered across the calm waters, some closer to the foreground, while others.","The image captures a serene harbor scene, where the tranquil water is dotted with several boats. The boats, varying in size and color, are scattered across the water, some closer to the foreground, while others are further.",A,1.0,1.0,1.0,nuno,
73,https://cs.stanford.edu/people/rak248/VG_100K_2/288.jpg,"The image captures a serene urban scene. A white car is parked on the side of a street, adjacent to a blue mailbox. The car is positioned in front of a building with a green door, suggesting a residential or commercial area.","The image captures a serene urban scene. Dominating the foreground is a white car, parked neatly by the side of the street. Its sleek design contrasts with the more rugged appearance of the black SUV parked directly behind.",,0.0,0.0,0.0,,
