image_url,caption_A,caption_B,human_output,llm_output,clip_small_output,clip_large_output,human_evaluator
https://cs.stanford.edu/people/rak248/VG_100K_2/682.jpg,"A serene beach scene featuring four sea lions, their coats a mix of light and dark brown, resting on the sandy shore. The sea lions are arranged in a line, with two on the left and two on the right.","The image captures a serene beach scene featuring four sea lions. These marine mammals, known for their distinctive appearance and social behavior, are resting on the sandy shore. Their bodies, covered in a layer of wet fur, are a.",0.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/997.jpg,"In the image, a woman is seated on a vibrant red bench in an airport terminal. She is dressed in a pink dress and has a black purse resting on her lap. Her feet are comfortably crossed, and she is holding a blue.","In the image, a woman is seated on a vibrant red bench, her feet casually resting on a black footrest. She's dressed in a pink dress, and her smile is warm and inviting. Her luggage, including a.",0.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/805.jpg,"The image captures a serene harbor scene, where the tranquil water is dotted with several small boats. The boats, varying in size and color, are scattered across the calm waters, some closer to the foreground, while others.","The image captures a serene harbor scene, where the tranquil water is dotted with several boats. The boats, varying in size and color, are scattered across the water, some closer to the foreground, while others are further.",0.0,1.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/790.jpg,"The image captures a bustling city street, teeming with life and activity. The scene is dominated by a row of tall buildings, their facades a mix of architectural styles, reflecting the city's rich history and modern development.","The image captures a bustling city street, teeming with life and activity. Dominating the scene are towering buildings, their glass facades reflecting the clear blue sky above. The architecture is a mix of modern and traditional styles,.",0.0,0.0,0.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/398.jpg,"The image captures a vibrant and lively scene inside a spacious building, possibly a shopping mall or a themed attraction. The ceiling is adorned with red and white striped beams, giving the space a festive and.","The image captures a vibrant and bustling scene inside a large, spacious building that appears to be a shopping mall or a themed indoor attraction. The ceiling is high and features a red and white striped pattern, giving the space.",1.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/143.jpg,"In the heart of a bustling city, a group of people are captured in the midst of their day, navigating the urban landscape. The scene unfolds on a street corner, where a large building stands tall, its glass facade reflecting.","The image captures a bustling city scene at a crosswalk. A group of people are seen crossing the street, with some individuals carrying handbags and backpacks, suggesting they might be commuters or shoppers. The crosswalk is marked.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/265.jpg,"The image captures a vibrant and delicate pink flower, its petals radiating outward from a central yellow disc. The flower is nestled amidst lush green leaves, creating a striking contrast between the soft pink and the rich green.","The image captures a vibrant scene of nature's beauty. At the center of the frame is a single, large purple flower, its petals radiating outward in a perfect circle. The flower's center is a contrasting yellow.",1.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/830.jpg,"The image captures a moment on a highway, where the sky is filled with clouds, casting a soft, diffused light over the scene. The road is lined with street lamps, standing tall and silent, their presence a constant amidst the.","The image captures a moment on a highway, where the sky is filled with clouds, casting a soft light over the scene. There are several cars in motion, each with their own destination. The road is flanked by lush green trees,.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/962.jpg,"In the heart of a bustling city, a young woman finds a moment of respite at an outdoor café. She's nestled comfortably in a cozy chair, her hand gently resting on her forehead, perhaps in contemplation or simply.","In the heart of a bustling city, a young woman finds a moment of respite at an outdoor café. She's comfortably seated at a table, her hand gently resting on her forehead, perhaps in contemplation or simply enjoying the amb.",1.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/256.jpg,"The image captures a serene outdoor setting, likely a public space or a park. A row of white metal chairs is neatly arranged along a paved pathway, inviting passersby to sit and enjoy the surroundings. The chairs are.","The image captures a serene outdoor setting, where a row of silver metal chairs is neatly arranged along a tree-lined pathway. The chairs, numbering more than a dozen, are positioned facing a large glass building, suggesting an area.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/442.jpg,"In the image, a man is standing in front of a vibrant and eclectic wall decoration. The decoration is a striking combination of feathers, flowers, and a skull, creating a unique and eye-catching display. The.","In the image, a man is standing in front of a vibrant and eclectic wall decoration. The decoration is a striking combination of a skull, adorned with a floral crown, and a pair of red feathers.",0.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/758.jpg,"The image captures a serene and narrow alleyway nestled between two stone buildings. The alley, bathed in sunlight, is flanked by the warm hues of the stone walls, which are adorned with patches of greenery.","The image captures a serene, narrow alleyway nestled between two stone buildings. The alley, bathed in sunlight, is flanked by a stone wall on the left and a stone building on the right. The stonework of the buildings.",0.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/360.jpg,"In the image, a person is engrossed in their work at a desk in what appears to be a home office or a personal workspace. The individual is seated in front of a computer monitor, which is displaying a window with text, suggesting.","In the image, a person is seated at a desk, engrossed in work on a computer monitor. The desk is cluttered with various items, including a keyboard, a mouse, and a water bottle. There's also a pair.",0.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/61.jpg,"In the heart of a bustling city, a man and a woman stand on a sidewalk, their attention drawn to the scene unfolding before them. A green trash can, its lid askew as its contents, sits unattended on the.","In the heart of a bustling city, a man and a woman stand on a sidewalk, their attention drawn to the scene unfolding before them. A green trash can, its lid askew as if caught in a gentle breeze, sits un.",0.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/984.jpg,"In the heart of a bustling city, a narrow street stretches out, flanked by tall buildings that reach for the sky. The architecture is a blend of old and new, with ornate details on the facades and modern vehicles parked along.","The image captures a serene city street, bathed in the soft glow of daylight. The street, flanked by tall buildings, is a hive of activity with several people going about their day. A few individuals are seen walking on.",1.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/196.jpg,"The image captures an interior space that exudes a sense of openness and modern design. The ceiling, painted in a light shade, is adorned with square tiles that create a grid-like pattern, adding a touch of geometric elegance.","The image captures a spacious and well-lit room, characterized by its high ceiling and a grid of square tiles. The room is devoid of any furniture or decorative items, giving it a minimalist and uncluttered appearance.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/910.jpg,"In the image, a young man is seated at a dining table, engrossed in the simple pleasure of a meal. He's holding a spoon, poised to scoop up a bite of cereal from a white bowl. The bowl.","In the image, a young man is seated at a table, engrossed in the act of pouring milk from a carton into a white bowl. The table, serving as the stage for this everyday scene, is adorned with a.",0.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/685.jpg,"In the heart of a serene park, a squirrel, with its bushy tail and alert eyes, is captured in a moment of culinary delight. The squirrel, a symbol of agility and resourcefulness, is perched.","In the heart of a serene park, a small gray squirrel is captured in a moment of delight. The squirrel, with its bushy tail and alert eyes, is perched on a patch of vibrant green grass. It.",1.0,1.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/114.jpg,"A casual stroll in the park, two friends share a moment of connection, their laughter echoing through the trees.","In the image, there are two people standing in front of a statue. The man is leaning on the statue with his hand in his pocket, while the woman is standing with her hand on her hip. They are both dressed in casual attire,.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/888.jpg,"In the heart of a bustling city, two women stand on a crosswalk, their figures framed by the rhythmic pattern of the crosswalk lines. The woman on the left, her face obscured by a pair of sunglasses,.","In the heart of a bustling city, a trio of women navigate the urban landscape. The woman in the foreground, clad in a crisp white shirt and sunglasses, strides confidently across the street. Her gaze is.",0.0,0.0,0.0,0.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/334.jpg,"In the heart of a cozy kitchen, a coffee machine stands ready to brew a fresh pot of coffee. The machine, a sleek stainless steel model, is adorned with a charming sticker of a rooster, adding a touch.","The image captures a well-used coffee station, brimming with a variety of items. Dominating the scene is a coffee maker, its silver exterior gleaming under the light. It's a robust machine, standing tall and ready for.",1.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/296.jpg,"In the vast expanse of the savanna, a family of elephants embarks on a journey. The leader, a majestic creature with a large tusk, strides confidently towards the right side of the image. Its trunk,.","In the vast expanse of the dry savanna, a trio of majestic elephants grace the scene. The elephants, their gray skin a testament to their resilience, are captured in a moment of tranquility.",0.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/845.jpg,"The image captures a serene park scene, bathed in the soft glow of daylight. A row of wooden benches, their natural tones blending harmoniously with the surrounding greenery, lines the path. Each bench, inv.","The image captures a serene park scene. There are **six wooden benches** arranged in a row, inviting visitors to sit and enjoy the surroundings. The benches are positioned on a **gravel path** that meanders through.",1.0,1.0,1.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/213.jpg,"A quaint, single-story house nestled amidst the tranquility of a wooded area, with a charming porch and a warm, inviting aura.","The image captures a serene scene of a single-story house nestled amidst nature. The house, painted in a soothing shade of beige, stands out against the backdrop of the surrounding trees. The roof, a vibrant.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/722.jpg,"In the heart of a bustling city, a couple takes a leisurely stroll on a sidewalk, their hands intertwined, sharing a moment of tranquility amidst the urban hustle. The building they pass by is a.","In the heart of a bustling city, a couple takes a leisurely stroll on a sidewalk, their hands intertwined. The woman, dressed in a vibrant red jacket, walks alongside the man, who is clad in a.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/805.jpg,"The image captures a serene harbor scene, where the tranquil water is dotted with several small boats. The boats, varying in size and color, are scattered across the calm waters, some closer to the foreground, while others.","The image captures a serene harbor scene, where the tranquil water is dotted with several boats. The boats, varying in size and color, are scattered across the water, some closer to the foreground, while others are further.",0.0,1.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/776.jpg,"The image captures a lively scene at Quincy Market in Boston, Massachusetts. The market is bustling with people, some of whom are carrying backpacks and handbags, suggesting they might be tourists exploring the city. The architecture of.","The image captures a lively scene at Quincy Market, a renowned shopping center in Boston, Massachusetts. The market is bustling with people, some of whom are carrying backpacks and handbags, suggesting they might be tourists or.",0.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/537.jpg,"In the heart of a cozy room, a wooden easel stands as the centerpiece, its canvas blank and waiting for the next stroke of a paintbrush. The room is a symphony of creativity and comfort, with a bookshelf.","The image captures a vibrant and creative studio space. Dominating the scene is a large easel, its wooden frame standing tall against the backdrop of a white wall. The easel is adorned with a canvas, a testament.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/60.jpg,"The image captures a serene street scene, where three mopeds are parked neatly along a stone wall. The mopeds, each with its own unique color and design, are parked in a row, their metallic bodies gleaming.","The image captures a serene street scene, where three mopeds are parked neatly along the side of a stone wall. The mopeds, each with its own unique design, are arranged in a line, creating a sense of order.",0.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/294.jpg,"In the image, a serene scene unfolds in a parking lot under a clear blue sky. Two cars, one silver and one black, are parked side by side, their metallic bodies gleaming under the sunlight. The silver car is positioned.","The image captures a serene scene in a parking lot. There are three cars parked in a row, each with its own unique color and model. The first car is a sleek silver SUV, its shiny exterior reflecting the sunlight.",1.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/237.jpg,"The image captures a bustling warehouse scene, filled with towering stacks of cardboard boxes. The boxes, neatly arranged in rows, dominate the space, their uniformity broken only by the occasional yellow forklift. The for.","The image captures a bustling warehouse scene, filled with the organized chaos of storage and logistics. Dominating the scene are numerous cardboard boxes, their uniformity broken only by the occasional yellow forklift. The forklift, a.",0.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/656.jpg,"Serene solitude in a verdant field, where nature's whispers fill the air under a vast, clear sky.","The image captures a serene landscape under a clear blue sky. Dominating the scene are three majestic trees, their leaves a vibrant green, standing tall against the azure backdrop. The trees are situated on a grassy hill,.",0.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/396.jpg,"In the heart of a bustling restaurant, a group of people gather around a table, sharing a meal and conversation. The table is adorned with plates of food, and the atmosphere is lively with the clinking of cutlery and.","In the image, a group of people are gathered around a table in a public restroom, enjoying a meal together. There are four individuals visible, each engaged in conversation and their meal. The table is adorned with various dishes, including bow.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/577.jpg,"The image captures a serene moment on the Grand Canal in Venice, Italy. A traditional Venetian gondola, painted in a rich shade of black, is gently gliding through the water. The gondola is adorn.","The image captures a serene scene of a narrow canal in Venice, Italy. Two gondolas, each with a gondolier at the helm, are gliding through the water. The gondolas are traditional Venet.",1.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/406.jpg,"The image captures a serene home office, bathed in the soft glow of natural light filtering through a large window. The room is a symphony of organized chaos, with a desk and chair setup in the foreground, ready for productivity.","The image captures a well-organized home office, bathed in the soft glow of natural light filtering through a large window. The room is a symphony of modern design, with a desk and chair set against the wall, ready for.",1.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/198.jpg,"A cozy cabin nestled in a serene woodland setting, with a car parked in front, ready for an adventure in the great outdoors.","The image captures a serene scene of a log cabin nestled amidst a lush forest. The cabin, constructed from dark wood, stands out against the verdant backdrop. A chimney rises from the roof, hinting at.",1.0,0.0,0.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/57.jpg,"In the heart of a bustling city, a man in a suit confidently strides across the street, his path illuminated by the glow of the setting sun. The cityscape around him is a symphony of architectural styles, each.","In the heart of a bustling city, a man in a suit confidently strides across the street, his path illuminated by the glow of the setting sun. The cityscape is a symphony of architectural styles, with buildings reaching.",1.0,1.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/524.jpg,"A modern kitchen with sleek stainless steel appliances, including a gas range and microwave, set against a backdrop of dark wood cabinets and granite countertops. The space is well-lit and inviting, with.","The image showcases a modern kitchen with a sleek design. The kitchen features a stainless steel gas range with a black cooktop, positioned between two wooden cabinets. Above the range, there's a stainless steel range hood, and.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/693.jpg,"In the vast expanse of the savanna, a majestic wildebeest stands as a testament to the resilience of life in the wild. Its coat, a beautiful blend of brown and white, contrasts with the golden h.","In the vast expanse of the grassy savanna, a majestic wildebeest stands as the sole focus of this image. Its large, curved horns, a distinctive feature of this species, rise prominently above its head.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/104.jpg,"The image captures a scene in a dimly lit parking garage. Dominating the frame is a black car, its body gleaming with a layer of dirt and grime. The car's rear lights are a stark contrast to the otherwise mon.","The image captures a scene in a dimly lit parking garage. Dominating the frame is a black car, its glossy surface reflecting the ambient light. The car is parked in a space that's slightly larger than the vehicle.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/423.jpg,"In the heart of a bustling city, a vibrant red truck and a sleek silver car navigate the urban landscape. The red truck, with its sturdy build and bold color, is making a left turn onto the street, its driver.","In the heart of a bustling city, a vibrant red truck and a sleek silver car navigate the urban landscape. The red truck, with its sturdy build and bold color, is making a left turn onto the street, its driver.",0.0,0.0,0.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/291.jpg,"A serene suburban home, nestled amidst lush greenery, bathed in the soft glow of daylight. The white house with its black roof and green shutters exudes a sense of tranquility and homely.","The image captures a serene and inviting scene of a two-story house nestled amidst lush greenery. The house, painted in a soothing shade of white, stands out against the verdant backdrop. Its black.",1.0,0.0,0.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/877.jpg,"The image captures a vibrant cityscape, where modern architecture and nature coexist harmoniously. Dominating the scene is a striking building with a unique, curved facade, its blue and white hues reflecting the clear blue sky.","The image captures a vibrant cityscape, where modern architecture and nature coexist. Dominating the scene is a striking building with a unique, curved facade, its blue and white hues reflecting the clear sky above. The building.",1.0,1.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/664.jpg,"In the heart of a cozy kitchen, a table is set for a delightful meal. A wooden table, bathed in the warm glow of a single light source, serves as the stage for this culinary performance. On it, a tant.","In the heart of a cozy kitchen, a wooden table is set for a delightful meal. A person, partially visible, is seated at the table, their attention captivated by the array of food and drink before them. The table is.",0.0,1.0,0.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/657.jpg,"Serene Sunset at the Beach: A tranquil scene of the ocean's gentle waves meeting the shore, with the warm glow of the setting sun casting long shadows and painting the sky with hues of orange and pink. The beach.","The image captures a serene beach scene at what appears to be sunrise or sunset. The sky is a soft gradient of light blue, with a few wispy clouds scattered across the horizon. The beach is mostly empty, with only a.",1.0,0.0,1.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/394.jpg,"The image captures a unique and intriguing art installation. Dominating the scene is a white police car, suspended in mid-air against a vibrant red wall. The car, a symbol of authority and order, is defying gravity,.","The image captures a unique and artistic interior space. Dominating the scene is a white police car, perched precariously on a red wall, adding a touch of urban realism to the otherwise whimsical setting. The car's.",1.0,0.0,0.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/727.jpg,"The image captures a serene urban scene. A modern building with a flat roof and large windows stands tall, its facade a blend of brick and concrete. The windows, reflecting the clear blue sky, add a touch of elegance to.","The image captures a serene urban scene. Dominating the frame is a large, modern building with a flat roof, constructed from red brick. The building features a series of arched windows, each framed in a contrasting gray color.",1.0,0.0,1.0,0.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/92.jpg,"A delightful breakfast spread, featuring a bowl of fresh fruit and granola, a cup of coffee, and a plate of crispy bacon. The vibrant colors and textures of the food create a visually appealing and appetizing scene.","The image captures a delightful breakfast scene. A plate of cereal, topped with fresh strawberries and banana slices, takes center stage on a vibrant yellow tablecloth. The cereal is nestled in a bowl with.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/455.jpg,"In the heart of a bustling city, a green sports car is captured in motion, driving on the right side of the street. The car's vibrant color contrasts with the urban landscape, which includes towering buildings, a mix of.","The image captures a vibrant city street, bathed in the soft glow of a clear day. Dominating the scene is a green car, its sleek form cutting through the urban landscape. The car is in motion, heading towards the right.",0.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/225.jpg,"In the heart of a bustling city, life unfolds on a busy street. A tow truck, painted in vibrant hues of red and white, is in motion, driving down the street. The tow truck is a beacon of safety.","In the heart of a bustling city, a woman in a black coat strides confidently down the sidewalk, her handbag swinging gently with each step. She's passing by a tow truck, its red and white stripes a stark.",1.0,0.0,1.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/173.jpg,"In the heart of a bustling bookstore, two individuals are immersed in a world of literature. The person on the left, clad in a black coat, stands behind a table laden with an array of books. Their gaze is.","In the heart of a bustling bookstore, two individuals are immersed in the world of literature. The store is a treasure trove of knowledge, with books of various sizes and colors neatly arranged on shelves that stretch from floor to ceiling.",0.0,0.0,0.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/924.jpg,"The image captures a charming European town, where the architecture is a blend of traditional and modern elements. The buildings, painted in a variety of colors, stand tall with their steep roofs, a common feature in many European cities. The cobbl.","The image captures a charming European town, where the architecture is a blend of traditional and modern elements. The buildings, painted in a variety of colors, stand tall with their steep roofs, a common feature in many European cities. The cobbl.",1.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/291.jpg,"A serene suburban home, nestled amidst lush greenery, bathed in the soft glow of daylight. The white house with its black roof and green shutters exudes a sense of tranquility and homely.","The image captures a serene and inviting scene of a two-story house nestled amidst lush greenery. The house, painted in a soothing shade of white, stands out against the verdant backdrop. Its black.",1.0,0.0,0.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/664.jpg,"In the heart of a cozy kitchen, a table is set for a delightful meal. A wooden table, bathed in the warm glow of a single light source, serves as the stage for this culinary performance. On it, a tant.","In the heart of a cozy kitchen, a wooden table is set for a delightful meal. A person, partially visible, is seated at the table, their attention captivated by the array of food and drink before them. The table is.",0.0,1.0,0.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/864.jpg,"The image captures a vibrant street scene under a clear blue sky. The street is lined with palm trees, adding a tropical vibe to the urban setting. On the right side of the road, there's a yellow sign with black text.","The image captures a vibrant street scene under a clear blue sky. Dominating the right side of the frame is a large, yellow street sign with black text, standing tall against the backdrop of palm trees. The sign is adorned.",1.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/710.jpg,"The image captures a dramatic scene of a large, imposing building standing tall against the backdrop of a stormy sky. The building, with its grand architecture and multiple windows, exudes an air of authority and permanence. The dark clouds.","The image captures a dramatic scene of a large, imposing building standing tall against the backdrop of a stormy sky. The building, with its grand architecture and multiple windows, is a prominent feature in the foreground. The sky, filled.",0.0,0.0,1.0,1.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/258.jpg,"The image captures a well-organized home office setup. Dominating the scene is a desk, upon which rests a computer monitor and a keyboard. The monitor, turned off, reflects the calm of the room. The keyboard, ready for.","The image captures a well-organized workspace, likely in an office or home office setting. There are two computer monitors on the desk, each accompanied by a keyboard and a mouse. The monitors are turned off, reflecting the quiet.",1.0,0.0,1.0,1.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/338.jpg,"In the heart of a bustling city, a tranquil pedestrian pathway invites passersby to take a moment and enjoy the serenity. The path, lined with lush trees and vibrant street lamps, leads the.","The image captures a serene urban scene. A man is seen walking on a sidewalk, his figure framed by the rhythmic pattern of the brick pavement. He is casually dressed, suggesting a relaxed atmosphere. The sidewalk is lined.",1.0,0.0,0.0,0.0,alolika
https://cs.stanford.edu/people/rak248/VG_100K_2/915.jpg,"A serene harbor scene with a multitude of boats docked, reflecting the cityscape and the tranquility of the water.","The image captures a serene harbor scene, where the tranquil water is dotted with a variety of boats. There are at least ten boats visible, each with its own unique design and color. The boats are moored at a.",1.0,0.0,1.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/492.jpg,"A cozy retreat: A well-made bed in a hotel room, inviting and comfortable, with a nightstand featuring a lamp and a phone, ready for a restful stay.","The image captures a cozy hotel room, bathed in soft light. Dominating the scene is a large bed, dressed in crisp white linens and a plush blue blanket. The bed is adorned with two fluffy white.",0.0,0.0,0.0,0.0,nuno
https://cs.stanford.edu/people/rak248/VG_100K_2/483.jpg,"In the heart of a bustling college campus, a man in a vibrant red beanie and a blue jacket is pedaling his bicycle, navigating the path with ease. The campus is alive with activity, with students and faculty going about.","In the heart of a bustling campus, a man in a vibrant red hat and a blue jacket is seen riding a bicycle, navigating the path with ease. The bicycle, a symbol of eco-friendly transportation, is in.",0.0,0.0,1.0,1.0,ryan
https://cs.stanford.edu/people/rak248/VG_100K_2/945.jpg,"The image captures a serene urban scene. A row of black townhouses, each adorned with white trim and bay windows, lines the street. The townhouses are nestled against a backdrop of a clear sky, suggesting.","The image captures a serene urban scene. Dominating the left side of the frame is a large, imposing building with a black facade, punctuated by white trim and a row of arched windows. The building's architectural.",1.0,0.0,1.0,1.0,nuno
